Feature,Importance
"categorical__Address_Dwarka Expressway, Gurgaon, Delhi NCR",6.437096625912476e-05
"categorical__Address_106 Antriksh appartment Kaushambi Ghaziabad, Anand Vihar, Ghaziabad, Delhi NCR",6.410162926715527e-05
"categorical__Address_Sector 168, Noida, Sector 168, Noida, Delhi NCR",6.393791746415465e-05
"categorical__Address_Omicron 3, Greater Noida, Delhi NCR",6.392567210453997e-05
"categorical__Address_524/19 Pradhan Road, Nirankari Colony, New Delhi - North, Delhi NCR",6.384159803419085e-05
"categorical__Address_Ashoka Enclave Part 1, Faridabad, Delhi NCR",6.373538894266367e-05
"categorical__Address_Plot no 3, Sector-3, Dwarka, New Delhi - 110075, Sector 3 Dwarka, New Delhi - Dwarka, Delhi NCR",6.356617947695852e-05
"categorical__Address_Sector 16, Faridabad, Delhi NCR",6.354997132511837e-05
"categorical__Address_Karol Bagh, Karol Bagh, New Delhi - Central, Delhi NCR",6.350417716727558e-05
"categorical__Address_Sant Nagar Burari, New Delhi - North, Delhi NCR",6.341075651529883e-05
"categorical__Address_New Delhi, Gurgaon, Delhi NCR",6.339297664700675e-05
"categorical__Address_laxman vihar phase 1, Laxman Vihar, Gurgaon, Delhi NCR",6.325431712922277e-05
"categorical__Address_Sector 66, Gurgaon, Sector 66, Gurgaon, Delhi NCR",6.32103183901874e-05
"categorical__Address_New Colony, Gurgaon, Delhi NCR",6.317085122577966e-05
"categorical__Address_Sector 63A, Golf Course Extn. Road, Gurgaon, Sector 63A, Gurgaon, Delhi NCR",6.303444224898241e-05
"categorical__Address_Sector 150, Noida, Uttar Pradesh 201310, Sector 150, Noida, Delhi NCR",6.296093328339656e-05
"categorical__Address_Dwarka Sector 4, New Delhi, Aashirwaad Chowk, New Delhi - Dwarka, Delhi NCR",6.27265237773172e-05
"categorical__Address_Patel Nagar, Gurgaon, Delhi NCR",6.260874425666527e-05
"categorical__Address_Sector 68, Gurgaon, Sector 68, Gurgaon, Delhi NCR",6.242431260726566e-05
"categorical__Address_Manish properties., Sector 21C, Faridabad, Delhi NCR",6.232801185135439e-05
"categorical__Address_J8., Rajouri Garden, New Delhi - West, Delhi NCR",6.23038918402085e-05
"categorical__Address_Sector 21, Noida, Delhi NCR",6.211829842670004e-05
"categorical__Address_pkt 8 sector 12, Sector 12 Dwarka, New Delhi - Dwarka, Delhi NCR",6.187471931459697e-05
"categorical__Address_Sector 16, Greater Noida, Delhi NCR",6.146145146981073e-05
"categorical__Address_C1, 1003, Tech Zone, Greater Noida, Delhi NCR",6.144351388687968e-05
"categorical__Address_Sunder Puri, Ghaziabad, Delhi NCR",6.128683519283741e-05
"categorical__Address_Plot 33, Sector 6 Dwarka, Dwarka, New Delhi, Sector 6 Dwarka, New Delhi - Dwarka, Delhi NCR",6.121853584536491e-05
"categorical__Address_C13 Shakti Nagar Ext. Ashok Vihar Phase 3 New Delhi India, Ashok Vihar Phase 3, New Delhi - North, Delhi NCR",6.114576351490173e-05
"categorical__Address_Pitampura Block AD, New Delhi - West, Delhi NCR",6.092108105517511e-05
"categorical__Address_Sohna Sector 36, Gurgaon, Sector 36 Sohna, Gurgaon, Delhi NCR",6.090411978723791e-05
"categorical__Address_Sector 1 noida extension great noida west, Sector 16, Greater Noida, Delhi NCR",6.084908849077562e-05
"categorical__Address_Sector 31, Faridabad, Springfield Colony, Faridabad, Delhi NCR",6.076980787571817e-05
"categorical__Address_Chetan sakhuja D block Moti nagar new delhi 110015, Moti Nagar, New Delhi - West, Delhi NCR",6.07689277574014e-05
"categorical__Address_2021 Sector 28, Mathura Road, Faridabad, Delhi NCR",6.053453176735042e-05
"categorical__Address_Eta 2, Greater Noida, Delhi NCR",6.0499378110356106e-05
"categorical__Address_Zeta 1, Greater Noida, Zeta 1, Greater Noida, Delhi NCR",6.0355064819837385e-05
"categorical__Address_Pooth Khurd, New Delhi - West, Delhi NCR",6.02990483026715e-05
"categorical__Address_Lajpat Nagar, New Delhi - South, Delhi NCR",6.028497308780173e-05
"categorical__Address_Ashok Vihar Phase 3 Extension, Gurgaon, Delhi NCR",5.974921466975394e-05
"categorical__Address_Mayur Vihar 2, New Delhi - East, Delhi NCR",5.9716287625263635e-05
"categorical__Address_Jawahar Nagar, Ghaziabad, Delhi NCR",5.922694986529353e-05
"categorical__Address_Sector 63, Faridabad, Delhi NCR",5.919974670971389e-05
"categorical__Address_pocket 23, sector 24 Rohini Delhi 110085, Rohini, New Delhi - Rohini, Delhi NCR",5.8944408445552225e-05
"categorical__Address_rohini, Rohini, New Delhi - Rohini, Delhi NCR",5.8926560505636836e-05
"categorical__Address_Rajendra Park, Gurgaon, Delhi NCR",5.8746091131389134e-05
"categorical__Address_Jacobpura, Gurgaon, Delhi NCR",5.8436931493010656e-05
"categorical__Address_Sector 8 Dwarka, Bagdola, New Delhi - Dwarka, Delhi NCR",5.841407724200366e-05
"categorical__Address_Block 19, Patel Nagar West, New Delhi - West, Delhi NCR",5.83152973810319e-05
"categorical__Address_DDA SEC19B DWARKA NEW DELHI, Sector 19 Dwarka, New Delhi - Dwarka, Delhi NCR",5.8213831050109405e-05
"categorical__Address_Sector 143, Noida, Sector 143, Noida, Delhi NCR",5.812302332752766e-05
"categorical__Address_DDA Pocket 1, Sector 7 Dwarka, New Delhi - Dwarka, Delhi NCR",5.809931468107034e-05
"categorical__Address_Sector 5 Vasundhara, Ghaziabad, Delhi NCR",5.7773639282738654e-05
"categorical__Address_Flat No. D2, Ward no.6, Kalka Dass, New Delhi - South, Delhi NCR",5.776128496704519e-05
"categorical__Address_Sector 8 Dwarka, New Delhi - Dwarka, Delhi NCR",5.76955044393008e-05
"categorical__Address_Ram Prastha, Ghaziabad, Delhi NCR",5.7403841156440005e-05
"categorical__Address_5th floor mod CGHS, Vasundhara Enclave, New Delhi - East, Delhi NCR",5.737390381659718e-05
"categorical__Address_Sector 5 Rohini, New Delhi - Rohini, Delhi NCR",5.729427363114355e-05
"categorical__Address_Dayanand Colony, Gurgaon, Delhi NCR",5.722946199393222e-05
"categorical__Address_F 196g sushant lok 2 sector 57 gurgaon., Sector 57 Block F, Gurgaon, Delhi NCR",5.692543880627302e-05
"categorical__Address_WZ7, Dayalsar road, Uttam Nagar, New Delhi, Uttam Nagar, New Delhi - West, Delhi NCR",5.651603665420845e-05
"categorical__Address_Dhanwapur Road, Surat Nagar, Sector 104, Shankar Vihar, Gurgaon Rural, Gurugram, Haryana 122006, Dwarka Expressway, Gurgaon, Delhi NCR",5.6440112765067786e-05
"categorical__Address_Sector 79, Gurgaon, Sector 79, Gurgaon, Delhi NCR",5.640994309369024e-05
"categorical__Address_Dwarka Sector 7, New Delhi, Dwarka, New Delhi - Dwarka, Delhi NCR",5.6062508897606936e-05
"categorical__Address_mandir wali gali, Mahavir Enclave Part 1, New Delhi - Dwarka, Delhi NCR",5.603760302713918e-05
"categorical__Address_Indirapuram, Ghaziabad, Vaibhav Khand, Ghaziabad, Delhi NCR",5.5715183990642164e-05
"categorical__Address_R 666 1ST Floor Raj Nagar Ghaziabad, Raj Nagar, Ghaziabad, Delhi NCR",5.5590050691290386e-05
"categorical__Address_vip sector, Sector 61, Noida, Delhi NCR",5.5392136019734234e-05
"categorical__Address_Sector 84, Gurgaon, Sector 84, Gurgaon, Delhi NCR",5.538425600579224e-05
"categorical__Address_Omicron, Greater Noida, Delhi NCR",5.515838050609032e-05
"categorical__Address_Sector 82, Faridabad, Sector 82, Faridabad, Delhi NCR",5.502636445720636e-05
"categorical__Address_Noida Extension, Noida, Noida Extension, Noida, Delhi NCR",5.502056490148157e-05
"categorical__Address_Sector 29, Noida, Delhi NCR",5.486061672460918e-05
"categorical__Address_m 67 3rd flr lajpt no 2, Lajpat Nagar 2, New Delhi - South, Delhi NCR",5.467090876294066e-05
"categorical__Address_Block A, Sushant Lok Phase I, Sector 43, Gurugram, Haryana, Sushant Lok 1 Block A, Gurgaon, Delhi NCR",5.458596938557926e-05
"categorical__Address_flat no 101 tower C Exotica Eastern Court Crossings Republik Ghaziabad, Crossings Republik, Ghaziabad, Delhi NCR",5.455647738682401e-05
"categorical__Address_House310 Housing Board Colony Saraswati Vihar, Sector 31, Gurgaon, Delhi NCR",5.448114835564831e-05
"categorical__Address_Sector 67A, Golf Course Ext. Road, Gurugram, Haryana, Sector 67A, Gurgaon, Delhi NCR",5.44225185472033e-05
"categorical__Address_L- 604., Sector 104, Gurgaon, Delhi NCR",5.436444015372725e-05
"categorical__Address_Sishpal Vihar, Sector 49, Gurgaon, Delhi NCR",5.4350939695809026e-05
"categorical__Address_Sector 37, Noida, Sector 37, Noida, Delhi NCR",5.421193896933822e-05
"categorical__Address_e-1001 park view city 1 Sohna Road Sec 48, Sector 48, Gurgaon, Delhi NCR",5.405908250370019e-05
"categorical__Address_A-64 First Floor, Ramesh Nagar, New Delhi - West, Delhi NCR",5.3980660606166234e-05
"categorical__Address_Shalimar Bagh AG Block, New Delhi - North, Delhi NCR",5.363098775384443e-05
"categorical__Address_New Palam Vihar, Gurgaon, Delhi NCR",5.35220653637233e-05
"categorical__Address_Ranjeet Nagar, New Delhi - West, Delhi NCR",5.349048200182373e-05
"categorical__Address_green homes CGHS sector 52 gurugram, Sector 52, Gurgaon, Delhi NCR",5.327422070391982e-05
"categorical__Address_Nand Nagri, New Delhi - East, Delhi NCR",5.324119062621856e-05
"categorical__Address_Sector 50, Gurgaon, Nirvana Country, Gurgaon, Delhi NCR",5.3201577867876706e-05
"categorical__Address_f 40, Patel Nagar West, New Delhi - West, Delhi NCR",5.309536574458827e-05
"categorical__Address_Flat 8, Bhagya Laxmi Apartment, Sector 9, Rohini, New Delhi, Sector 9 Rohini, New Delhi - Rohini, Delhi NCR",5.30129297516896e-05
"categorical__Address_D1., Sheetla Colony, Gurgaon, Delhi NCR",5.271943201235009e-05
"categorical__Address_B80, SF, Suncity, Suncity, Gurgaon, Delhi NCR",5.255482939601234e-05
"categorical__Address_Sushant Lok 1, Gurgaon, Sushant Lok 1, Gurgaon, Delhi NCR",5.248220207591612e-05
"categorical__Address_bhatia colony Ballabgarh, Ballabhgarh, Faridabad, Delhi NCR",5.245819399501831e-05
"categorical__Address_G T Road, Ghaziabad, Delhi NCR",5.2165461706869656e-05
"categorical__Address_Road No.44, Pitampura New Delhi - 34, Pitampura, New Delhi - West, Delhi NCR",5.2128142084739786e-05
"categorical__Address_Rohini Sector 9, New Delhi, Sector 9 Rohini, New Delhi - Rohini, Delhi NCR",5.1889930595601606e-05
"categorical__Address_Sector 11 Sohna, Gurgaon, Delhi NCR",5.188351766449709e-05
"categorical__Address_Dwarka Sector 2, New Delhi, Sector 2 Dwarka, New Delhi - Dwarka, Delhi NCR",5.1817307501854026e-05
"categorical__Address_Neeti Khand 2, Ghaziabad, Delhi NCR",5.157049279062452e-05
"categorical__Address_Sector 108, Gurgaon, Sector 108, Gurgaon, Delhi NCR",5.1335758754818506e-05
"categorical__Address_B-302, Freedom Park Life Apartments, Sector 57, Gurgaon-122003, Sector 57, Gurgaon, Delhi NCR",5.1293544277633886e-05
"categorical__Address_Sector 66, Gurgaon, Delhi NCR",5.123638065105972e-05
"categorical__Address_Near Pasonda village, opposite Rajendra Nagar, Ghaziabad, Pasaunda, Ghaziabad, Delhi NCR",5.121240010560527e-05
"categorical__Address_sector 11, Sector 11 Dwarka, New Delhi - Dwarka, Delhi NCR",5.0946303535295893e-05
"categorical__Address_Omicron 1, Greater Noida, Omicron 1, Greater Noida, Delhi NCR",5.059733261923272e-05
"categorical__Address_naer bluebells school, Sector 4, Gurgaon, Delhi NCR",5.054568979244501e-05
"categorical__Address_Sector 85, Gurugram, Haryana, Sector 85, Gurgaon, Delhi NCR",5.038774966365459e-05
"categorical__Address_Shyam Vihar Phase-1, New Delhi - West, Delhi NCR",4.9837521384091606e-05
"categorical__Address_Laxman Vihar, Gurgaon, Delhi NCR",4.970364694914354e-05
"categorical__Address_Sector 21D, Faridabad, Delhi NCR",4.969412779708369e-05
"categorical__Address_B block, Freedom Fighters Enclave, New Delhi - South, Delhi NCR",4.948467112684009e-05
"categorical__Address_104 2nd floor, Vikaspuri, New Delhi - West, Delhi NCR",4.943115004761026e-05
"categorical__Address_Ashoka Park Road, Friends Colony West, New Delhi - South, Delhi NCR",4.942336304117976e-05
"categorical__Address_Delhi, Sector 9 Rohini, New Delhi - Rohini, Delhi NCR",4.937262811137022e-05
"categorical__Address_sector 8 pocket B 5 DDA flat rohini, Sector 8 Rohini, New Delhi - West, Delhi NCR",4.921116362346681e-05
"categorical__Address_plot no  769, Sector 31, Gurgaon, Delhi NCR",4.918083848836814e-05
"categorical__Address_Sarita Vihar Pocket E, New Delhi - South, Delhi NCR",4.9047946042677505e-05
"categorical__Address_Sector 69, Gurgaon, Sector 69, Gurgaon, Delhi NCR",4.892964260315552e-05
"categorical__Address_Surajpur, Greater Noida, Delhi NCR",4.8925019983254e-05
"categorical__Address_J3/46B, 3rd Floor, Rajouri Garden, New Delhi - West, Delhi NCR",4.8891339861225835e-05
"categorical__Address_3120, Ansal Versalia, Sector 67A, Gurugram, Sector 67A, Gurgaon, Delhi NCR",4.882259241988507e-05
"categorical__Address_50c., Sector 13 Rohini, New Delhi - Rohini, Delhi NCR",4.8537285517558516e-05
"categorical__Address_Sector 76, Faridabad, Delhi NCR",4.8443838479626215e-05
"categorical__Address_sapna apartment 2, Tronica City, Ghaziabad, Tronica City, Ghaziabad, Delhi NCR",4.837342810522714e-05
"categorical__Address_Chattarpur Extension, New Delhi - South, Delhi NCR",4.8339562773980296e-05
"categorical__Address_Sector 60, Gurgaon, Sector 60, Gurgaon, Delhi NCR",4.818122678893753e-05
"categorical__Address_Pataudi Rd, Sector 95, Gurugram, Haryana 122505, Sector 95, Gurgaon, Delhi NCR",4.816575175344615e-05
"categorical__Address_A - 273, Chhatarpur Enclave Phase - II, New Delhi - 110074, Chhattarpur Enclave Phase2, New Delhi - South, Delhi NCR",4.815156498015602e-05
"categorical__Address_B 20., Sector 9 Dwarka, New Delhi - Dwarka, Delhi NCR",4.8137382919460534e-05
"categorical__Address_Vikaspuri Block D, New Delhi - West, Delhi NCR",4.810939548464364e-05
"categorical__Address_B39/14 Sapna 2 Enclave Ghaziabad, Mandola Vihar Loni sector 5 up Avas Vikas prashad, Loni, Ghaziabad, Delhi NCR",4.803043005645979e-05
"categorical__Address_DDA Flats, Kalkaji, New Delhi - South, Delhi NCR",4.801563689009068e-05
"categorical__Address_Ratan Vihar, Gurgaon, Delhi NCR",4.799996632735717e-05
"categorical__Address_Pari Chowk, Greater Noida, Delhi NCR",4.795964888640152e-05
"categorical__Address_Sector 79, Gurugram, Haryana, Sector 79, Gurgaon, Delhi NCR",4.7904304550331264e-05
"categorical__Address_79, Sant Nagar East of Kailash, Sant Nagar - East of Kailash, New Delhi - South, Delhi NCR",4.787277129389141e-05
"categorical__Address_Sector 4 Urban Estate, Gurgaon, Delhi NCR",4.782609538621364e-05
"categorical__Address_Gurgaon, Sector 92, Gurgaon, Delhi NCR",4.7804615579276746e-05
"categorical__Address_block Q, Sector 75, Faridabad, Delhi NCR",4.750802869283572e-05
"categorical__Address_Paschim Vihar, New Delhi, Paschim Vihar, New Delhi - West, Delhi NCR",4.7359385442143885e-05
"categorical__Address_Westend Dlf Chattarpur Farms, Dlf Farms, New Delhi, Chhattarpur, New Delhi - South, Delhi NCR",4.731991729699132e-05
"categorical__Address_Sector 70 Gurgaon, Sector 70, Gurgaon, Delhi NCR",4.725467323038519e-05
"categorical__Address_flat no. C 603 sixth floor plot no.10 sec 5 dwarka New Delhi 110075, Sector 5 Dwarka, New Delhi - Dwarka, Delhi NCR",4.690308758727346e-05
"categorical__Address_Flat no.204 shreedhar apartment ward no.6 near SBI Bank, Mehrauli, New Delhi - South, Delhi NCR",4.6780998468272345e-05
"categorical__Address_985., Phase 2, Gurgaon, Delhi NCR",4.676426532705957e-05
"categorical__Address_Rajendra Nagar Ghaziabad, Gulmohur Greens, Ghaziabad, Delhi NCR",4.673967371345227e-05
"categorical__Address_Niti Khand-Indirapuram, Ghaziabad, Delhi NCR",4.656931564856246e-05
"categorical__Address_Sector 56, Gurgaon, Sector 56, Gurgaon, Delhi NCR",4.65669365695528e-05
"categorical__Address_Sector 90, Gurgaon, Sector 90, Gurgaon, Delhi NCR",4.644987478654309e-05
"categorical__Address_heera nagar, Sector 11, Gurgaon, Delhi NCR",4.640989174168289e-05
"categorical__Address_NH 24, Ghaziabad, Wave City, Ghaziabad, Delhi NCR",4.6179593824390694e-05
"categorical__Address_Sector 119, Noida, Delhi NCR",4.617952152509959e-05
"categorical__Address_crescent royal appt.. Sec 92 Gurgaon, Sector 92, Gurgaon, Delhi NCR",4.6065589365496626e-05
"categorical__Address_N 156 abul fazal Enclave new delhi, Abul Fazal Enclave Part 1, New Delhi - South, Delhi NCR",4.594402836376533e-05
"categorical__Address_APH 3 SCOTTISH GARDEN INDIRAPURAM, Ahinsa Khand 2, Ghaziabad, Delhi NCR",4.585050404841602e-05
"categorical__Address_Sector 73, Noida, Delhi NCR",4.566637871700588e-05
"categorical__Address_C Block Top Floor, Sector 82, Faridabad, Delhi NCR",4.5647527462269166e-05
"categorical__Address_240/18, 2nd floor, Partap Nagar, New Delhi - North, Delhi NCR",4.56106231178958e-05
"categorical__Address_5/777, ground floor., Sector 5 Vaishali, Ghaziabad, Delhi NCR",4.5597562480496896e-05
"categorical__Address_Road facing. Near Krishna Mandir, Malviya Nagar, New Delhi - South, Delhi NCR",4.5343794396024625e-05
"categorical__Address_85a., Keshav Puram, New Delhi - North, Delhi NCR",4.523528871481273e-05
"categorical__Address_Maruti Kunj, Gurgaon, Delhi NCR",4.5068153850135224e-05
"categorical__Address_716/45., Sector 45, Faridabad, Delhi NCR",4.506026854780819e-05
"categorical__Address_8 803 Oasis Emerald Heights Sector 7 Vaishali Ghaziabad, Vaishali, Ghaziabad, Delhi NCR",4.505927609575026e-05
"categorical__Address_Sector 48 Gurgaon Haryana, Tikri, Gurgaon, Delhi NCR",4.476078421152184e-05
"categorical__Address_Sector 99A, Gurgaon, Delhi NCR",4.475622541646652e-05
"categorical__Address_Sector 43, Gurugram, Sector 43, Gurgaon, Delhi NCR",4.475357293270646e-05
"categorical__Address_sector 6 dwarka, Sector 6 Dwarka, New Delhi - Dwarka, Delhi NCR",4.463890341215737e-05
"categorical__Address_Zeta 2, Greater Noida, Delhi NCR",4.458711102734074e-05
"categorical__Address_House No. 221, Sector 24 Rohini, New Delhi - Rohini, Delhi NCR",4.448898961567192e-05
"categorical__Address_Nangloi, New Delhi - West, Delhi NCR",4.435717062667917e-05
"categorical__Address_Trinity Homes, Ansal Esencia API, Block F, Sector 67, Gurgram, Haryana, Sector 67, Gurgaon, Delhi NCR",4.4314467698986374e-05
"categorical__Address_Sector 77, Noida, Sector 77, Noida, Delhi NCR",4.419354820720031e-05
"categorical__Address_G6, 1403, Greater Noida West, Greater Noida, Delhi NCR",4.417267310459501e-05
"categorical__Address_Plot, Street Number 6, Vasundhara Enclave, New Delhi, Vasundhara Enclave, New Delhi - East, Delhi NCR",4.390279733425127e-05
"categorical__Address_Sector 81, Gurgaon, Haryana, Sector 81, Gurgaon, Delhi NCR",4.38661593565756e-05
"categorical__Address_Saket, New Delhi, New Delhi, Delhi NCR",4.378367540092852e-05
"categorical__Address_Dwarka, New Delhi, Sector 2 Dwarka, New Delhi - Dwarka, Delhi NCR",4.375676848913349e-05
"categorical__Address_Ashoka Enclave Part 2, Faridabad, Delhi NCR",4.361793894770734e-05
"categorical__Address_Sector 108, Gurgaon., Sector 108, Gurgaon, Delhi NCR",4.351966674053635e-05
"categorical__Address_With Roof Right, Vipin Garden, New Delhi - West, Delhi NCR",4.3443024247428756e-05
"categorical__Address_000., Paschim Vihar, New Delhi - West, Delhi NCR",4.327165077671936e-05
"categorical__Address_Vivekanand Nagar, Ghaziabad, Delhi NCR",4.3182288930987074e-05
"categorical__Address_Apex Green Valley Vaishali Ghaziabad Uttar Pradesh, Vaishali, Ghaziabad, Delhi NCR",4.3130196928076204e-05
"categorical__Address_Sector 75, Faridabad, Delhi NCR",4.309547548030777e-05
"categorical__Address_Palam Vihar Pocket B, Gurgaon, Delhi NCR",4.307109724971517e-05
"categorical__Address_Sector 46, Sector 46, Gurgaon, Delhi NCR",4.296425010868002e-05
"categorical__Address_Sector 45, Noida, Sector 45, Noida, Delhi NCR",4.294915519358474e-05
"categorical__Address_Sector 106, Gurgaon, Delhi NCR",4.292567110118603e-05
"categorical__Address_C-2-799., Palam Vihar, Gurgaon, Delhi NCR",4.292477514843756e-05
"categorical__Address_Sector 77, Gurgaon, Sector 77, Gurgaon, Delhi NCR",4.2852104155515974e-05
"categorical__Address_Sector 79, Gurgaon Haryana, Sector 79, Gurgaon, Delhi NCR",4.283598267831779e-05
"categorical__Address_Sector 68, Gurgaon, Haryana, Sector 68, Gurgaon, Delhi NCR",4.2835086942930854e-05
"categorical__Address_Sohna Sector 32, Gurgaon, Sector 32 Sohna, Gurgaon, Delhi NCR",4.275625029678241e-05
"categorical__Address_Pocket-A, Mayur Vihar 2, New Delhi - East, Delhi NCR",4.2717862755808735e-05
"categorical__Address_Rajendra Nagar, Ghaziabad, Delhi NCR",4.270399661293945e-05
"categorical__Address_Vasundhara sector 5 ghaziabad, Vasundhara, Ghaziabad, Delhi NCR",4.262318703836829e-05
"categorical__Address_Al/277 2nd floor with roof right, Sushant Lok 2, Gurgaon, Delhi NCR",4.2592404353007425e-05
"categorical__Address_sector 8 rohini, Rohini, New Delhi - Rohini, Delhi NCR",4.255642873701836e-05
"categorical__Address_Sector 4 Sohna, Sector 4 Sohna, Gurgaon, Delhi NCR",4.251709452892254e-05
"categorical__Address_Sector 12, Gurgaon, Delhi NCR",4.246484741720784e-05
"categorical__Address_Sector 162, Noida, Delhi NCR",4.223565958892184e-05
"categorical__Address_186, Gyan Khand 1, Indirapuram, Ghaziabad, Uttar Pradesh, Nyay Khand 1, Ghaziabad, Delhi NCR",4.2227437007332665e-05
"categorical__Address_Yamuna Expressway, Greater Noida, Tech Zone, Greater Noida, Delhi NCR",4.215606010796717e-05
"categorical__Address_Gurgaon, Sector 65, Gurgaon, Delhi NCR",4.2119906106424614e-05
"categorical__Address_Sector 109 Block T, Gurgaon, Sector 109 Block T, Gurgaon, Delhi NCR",4.206068406899935e-05
"categorical__Address_Tower S9, Sector 66, Gurgaon, Delhi NCR",4.205984937948453e-05
"categorical__Address_sector 150, noida, daksh Avenue, Sector 150, Noida, Delhi NCR",4.204299369469709e-05
"categorical__Address_Dwarka, New Delhi, Delhi NCR",4.198040821854942e-05
"categorical__Address_Sector 33, Gurgaon, Sector 33, Gurgaon, Delhi NCR",4.173325698805394e-05
"categorical__Address_Dilshad Colony, New Delhi - East, Delhi NCR",4.170249953964478e-05
"categorical__Address_New Delhi, Malviya Nagar, New Delhi - South, Delhi NCR",4.157196860604338e-05
"categorical__Address_b4/2 diffence colony apposit lemon tree hotel sohna road gurgaon, Sohna Road, Gurgaon, Delhi NCR",4.1500207487141007e-05
"categorical__Address_24 Gali no 3 Siddharth Vihar extension, Siddhartha Vihar, Ghaziabad, Delhi NCR",4.1482719270693495e-05
"categorical__Address_Sector 143B, Noida, Uttar Pardes, Sector 143 B, Noida, Delhi NCR",4.1262859829240385e-05
"categorical__Address_E-642-b., Shiv Durga Vihar, Faridabad, Delhi NCR",4.122649541411454e-05
"categorical__Address_Sector 81, gurugram, haryana., Sector 81A, Gurgaon, Delhi NCR",4.1169782880563964e-05
"categorical__Address_Sector MU, Greater Noida, Delhi NCR",4.110303955221449e-05
"categorical__Address_Efp-iii-37-0202., Sector 65, Gurgaon, Delhi NCR",4.108768966482418e-05
"categorical__Address_Sohna Sector 4, Gurgaon, Sector 4 Sohna, Gurgaon, Delhi NCR",4.103126945936189e-05
"categorical__Address_dwarka mor, vipin garden extension, Uttam Nagar, New Delhi - West, Delhi NCR",4.076135698697853e-05
"categorical__Address_787 B, Gali No 8, Ashok Vihar 1, Gurgaon, Ashok Vihar, Gurgaon, Delhi NCR",4.064951267716592e-05
"categorical__Address_ansal essencia, Sector 67A, Gurgaon, Delhi NCR",4.060175866126444e-05
"categorical__Address_92., Joshi Colony, New Delhi - East, Delhi NCR",4.0468847215523315e-05
"categorical__Address_Omicron 3, Greater Noida, Omicron 3, Greater Noida, Delhi NCR",4.046508286510402e-05
"categorical__Address_14000, sector 21 d, faridabad, Sector 21D, Faridabad, Delhi NCR",4.0395785369890285e-05
"categorical__Address_Sector 5 Rajendra Nagar, Ghaziabad, Delhi NCR",4.0194402792538305e-05
"categorical__Address_Om Vihar Phase 5, Uttam Nagar, New Delhi - West, Delhi NCR",4.0143850008995887e-05
"categorical__Address_Ivory 169 (First Floor), Emerald Hills, Sector 65, Gurugram, Sector 65, Gurgaon, Delhi NCR",3.996587538230716e-05
"categorical__Address_ajay kumar garg 1831 outram lines 3rd floor Delhi, Outram Lines, New Delhi - North, Delhi NCR",3.991222287947593e-05
"categorical__Address_Sadh Nagar, New Delhi - South, Delhi NCR",3.985226360762963e-05
"categorical__Address_double story Ramesh nagar, Ramesh Nagar, New Delhi - West, Delhi NCR",3.979021727251928e-05
"categorical__Address_Sector 8, Faridabad, Delhi NCR",3.9771064706133886e-05
"categorical__Address_omicron 1A, Omicron 1, Greater Noida, Delhi NCR",3.972747185752455e-05
"categorical__Address_plot no 107 block A Shyam Park Extension Ghaziabad, Shyam Park Extension, Ghaziabad, Delhi NCR",3.9722162710338194e-05
"categorical__Address_Praveen, Sector 52, Gurgaon, Delhi NCR",3.971215645927715e-05
"categorical__Address_Aradhya homes sector 67a gurgaon., Sector 67A, Gurgaon, Delhi NCR",3.9694290668111254e-05
"categorical__Address_Dwarka-Manesar Expressway, Gurgaon, Delhi NCR",3.967718701693829e-05
"categorical__Address_A block lajpat Nagar 1, Lajpat Nagar 1, New Delhi - South, Delhi NCR",3.9648365013201384e-05
"categorical__Address_501, t-1, NRI city, GH, 1, Pari Chowk, Greater Noida, Delhi NCR",3.955256119637867e-05
"categorical__Address_Saraswati kunj plot.no 25, Patparganj, New Delhi - East, Delhi NCR",3.95364429224803e-05
"categorical__Address_Sector 78, Faridabad, Sector 78, Faridabad, Delhi NCR",3.949757734771364e-05
"categorical__Address_House No - 122, Block C2A, Pocket 12, Janakpuri New Delhi, Janakpuri Block C2A, New Delhi - West, Delhi NCR",3.9440030612919773e-05
"categorical__Address_3997., Aravali Vihar, Faridabad, Delhi NCR",3.9416296416840614e-05
"categorical__Address_Pocket 4 Akash Ganga Appartment  Sector 24, Sector 24 Rohini, New Delhi - Rohini, Delhi NCR",3.940106411751813e-05
"categorical__Address_Sector 89, Faridabad, Sector 89, Faridabad, Delhi NCR",3.935508637221322e-05
"categorical__Address_B6/59-60(top Floor) Sector 11, Rohini, Sector 11 Rohini, New Delhi - Rohini, Delhi NCR",3.931858143655641e-05
"categorical__Address_88., Sector 45, Gurgaon, Delhi NCR",3.9167818366567674e-05
"categorical__Address_Vikaspuri, New Delhi, Vikaspuri, New Delhi - West, Delhi NCR",3.913128787582983e-05
"categorical__Address_Chi 2, Greater Noida, Delhi NCR",3.907037035397012e-05
"categorical__Address_Flat no 1201 north avenue 2 gaur city 2 noida extension., Noida Extension, Noida, Delhi NCR",3.898074628990792e-05
"categorical__Address_Palam Colony, New Delhi - Dwarka, Delhi NCR",3.896595286517335e-05
"categorical__Address_Sector 107, Gurgaon, Sector 107, Gurgaon, Delhi NCR",3.894327381197101e-05
"categorical__Address_NRI City GH 01 Park Chock Greater Noida, Pari Chowk, Greater Noida, Delhi NCR",3.8923275122484656e-05
"categorical__Address_Sector 21 Surya Vihar-, Gurgaon, Delhi NCR",3.88592143540309e-05
